Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
11:40.4     	11:25:21.4         	2643.0   	3.5                 	11.0                  	7.24022      	61.6839     	1885.5
11:41.3     	11:25:22.3         	2250.0   	0.0                 	10.9                  	7.24039      	61.6839     	0.0
11:43.3     	11:25:24.3         	2682.6   	3.4                 	11.6                  	7.24076      	61.6839     	1913.0
11:45.3     	11:25:26.3         	2710.6   	3.3                 	11.1                  	7.24117      	61.6839     	1930.5
11:46.4     	11:25:27.4         	2724.4   	3.4                 	10.6                  	7.24136      	61.6840     	1939.4
11:47.3     	11:25:28.3         	2737.9   	3.4                 	10.2                  	7.24155      	61.6840     	1948.2
11:48.4     	11:25:29.4         	2751.5   	3.5                 	10.2                  	7.24174      	61.6840     	1957.3
11:49.4     	11:25:30.4         	2332.4   	3.4                 	10.5                  	7.24193      	61.6840     	0.0
11:50.5     	11:25:31.5         	2778.9   	3.5                 	10.8                  	7.24213      	61.6841     	1974.8
11:51.4     	11:25:32.4         	---      	---                 	---                   	---          	---         	---
11:54.5     	11:25:35.5         	2838.2   	3.7                 	11.8                  	7.24298      	61.6842     	2011.1
11:55.4     	11:25:36.4         	2853.4   	3.8                 	11.6                  	7.24320      	61.6842     	2020.3
11:56.3     	11:25:37.3         	---      	---                 	---                   	---          	---         	---
11:57.4     	11:25:38.4         	2882.9   	3.7                 	11.1                  	7.24363      	61.6843     	2037.9
11:58.3     	11:25:39.3         	2897.4   	3.7                 	11.0                  	7.24384      	61.6843     	2046.6
12:00.4     	11:25:41.4         	2926.5   	3.8                 	10.7                  	7.24426      	61.6844     	2064.7
12:01.5     	11:25:42.5         	2940.9   	3.8                 	10.8                  	7.24447      	61.6844     	2073.6
12:02.3     	11:25:43.3         	2955.6   	3.9                 	11.0                  	7.24467      	61.6845     	2082.9
12:04.3     	11:25:45.3         	2985.6   	3.9                 	11.6                  	7.24511      	61.6845     	2100.9
12:05.5     	11:25:46.5         	3000.9   	4.1                 	11.5                  	7.24533      	61.6845     	2110.4
12:07.3     	11:25:48.3         	3031.1   	3.9                 	11.5                  	7.24577      	61.6846     	2128.2
12:09.6     	11:25:50.6         	3059.8   	3.9                 	11.0                  	7.24620      	61.6847     	2144.2
12:10.4     	11:25:51.4         	3074.7   	4.0                 	10.9                  	7.24641      	61.6847     	2153.5
12:12.4     	11:25:53.4         	3103.5   	3.9                 	10.4                  	7.24682      	61.6848     	2171.3
12:14.4     	11:25:55.4         	3132.7   	4.0                 	11.1                  	7.24723      	61.6849     	2189.6
12:15.3     	11:25:56.3         	3147.7   	4.2                 	11.4                  	7.24745      	61.6849     	2198.9
12:17.4     	11:25:58.4         	2656.0   	0.0                 	11.1                  	7.24788      	61.6850     	0.0
12:18.5     	11:25:59.5         	3192.6   	4.1                 	11.0                  	7.24810      	61.6850     	2226.0
12:19.4     	11:26:00.4         	3207.3   	4.2                 	10.7                  	7.24831      	61.6850     	2235.2
12:20.5     	11:26:01.5         	3221.8   	4.2                 	10.3                  	7.24851      	61.6851     	2244.5
12:21.4     	11:26:02.4         	3235.9   	4.2                 	10.0                  	7.24870      	61.6851     	2253.4
12:22.5     	11:26:03.5         	3249.9   	4.1                 	10.4                  	7.24890      	61.6851     	2262.2
12:24.3     	11:26:05.3         	3264.5   	4.2                 	11.0                  	7.24911      	61.6852     	2271.3
12:25.4     	11:26:06.4         	3294.9   	4.2                 	12.2                  	7.24956      	61.6852     	2288.8
12:26.4     	11:26:07.4         	3310.9   	4.3                 	12.2                  	7.24979      	61.6853     	2298.1
12:27.5     	11:26:08.5         	3326.4   	4.2                 	11.8                  	7.25002      	61.6853     	2306.9
12:28.4     	11:26:09.4         	3342.0   	4.3                 	11.9                  	7.25025      	61.6853     	2316.0
12:29.5     	11:26:10.5         	3357.2   	4.1                 	11.4                  	7.25047      	61.6854     	2324.6
12:31.5     	11:26:12.5         	3386.5   	4.0                 	10.7                  	7.25090      	61.6855     	2341.6
12:32.4     	11:26:13.4         	3401.1   	4.0                 	11.0                  	7.25111      	61.6855     	2350.3
12:34.4     	11:26:15.4         	3430.5   	3.9                 	11.4                  	7.25155      	61.6855     	2367.2
12:35.5     	11:26:16.5         	3445.3   	3.9                 	11.4                  	7.25178      	61.6856     	2375.5
12:36.5     	11:26:17.5         	3460.2   	3.9                 	11.6                  	7.25200      	61.6856     	2383.9
12:37.6     	11:26:18.6         	---      	---                 	---                   	---          	---         	---
12:38.5     	11:26:19.5         	3490.6   	3.8                 	12.1                  	7.25247      	61.6857     	2400.3
12:39.3     	11:26:20.3         	3505.9   	3.9                 	11.8                  	7.25270      	61.6857     	2408.7
12:40.4     	11:26:21.4         	3520.6   	3.7                 	11.4                  	7.25292      	61.6857     	2416.5
12:41.3     	11:26:22.3         	2943.7   	0.0                 	11.5                  	7.25315      	61.6858     	0.0
12:42.4     	11:26:23.4         	3550.2   	3.8                 	11.7                  	7.25337      	61.6858     	2432.8
12:43.3     	11:26:24.3         	3565.0   	3.7                 	11.5                  	7.25360      	61.6858     	2440.7
12:44.4     	11:26:25.4         	3579.7   	3.8                 	11.3                  	7.25382      	61.6859     	2448.8
12:45.3     	11:26:26.3         	3593.9   	3.6                 	11.0                  	7.25404      	61.6859     	2456.5
12:46.5     	11:26:27.5         	3608.0   	3.6                 	10.9                  	7.25425      	61.6860     	2464.2
12:47.4     	11:26:28.4         	3015.9   	0.0                 	11.1                  	7.25446      	61.6860     	0.0
12:48.5     	11:26:29.5         	3636.8   	3.6                 	11.8                  	7.25468      	61.6860     	2479.7
12:49.4     	11:26:30.4         	3651.6   	3.6                 	12.1                  	7.25491      	61.6861     	2487.4
12:50.5     	11:26:31.5         	3666.7   	3.6                 	12.3                  	7.25515      	61.6861     	2495.1
12:51.4     	11:26:32.4         	3681.6   	3.4                 	12.0                  	7.25538      	61.6861     	2502.4
12:52.3     	11:26:33.3         	3696.3   	3.5                 	11.7                  	7.25561      	61.6862     	2509.9
12:53.4     	11:26:34.4         	3710.8   	3.4                 	11.8                  	7.25583      	61.6862     	2517.1
12:54.3     	11:26:35.3         	3725.3   	3.3                 	11.6                  	7.25606      	61.6863     	2524.4
12:56.3     	11:26:37.3         	3753.1   	3.2                 	10.9                  	7.25650      	61.6863     	2538.6
12:57.5     	11:26:38.5         	3767.1   	3.2                 	11.4                  	7.25671      	61.6863     	2545.9
12:58.4     	11:26:39.4         	3781.6   	3.3                 	11.9                  	7.25694      	61.6864     	2553.3
12:59.5     	11:26:40.5         	3796.1   	3.3                 	12.0                  	7.25718      	61.6864     	2560.4
13:00.4     	11:26:41.4         	3810.6   	3.2                 	11.9                  	7.25741      	61.6864     	2567.4
13:01.5     	11:26:42.5         	3189.7   	0.0                 	11.6                  	7.25763      	61.6865     	0.0
13:02.4     	11:26:43.4         	3839.3   	3.2                 	11.6                  	7.25785      	61.6865     	2581.5
13:03.5     	11:26:44.5         	3214.5   	0.0                 	11.9                  	7.25808      	61.6866     	0.0
13:05.6     	11:26:46.6         	3882.0   	3.0                 	11.6                  	7.25854      	61.6866     	2601.6
13:06.5     	11:26:47.5         	3895.7   	2.9                 	11.2                  	7.25877      	61.6866     	2608.1
13:10.4     	11:26:51.4         	---      	---                 	---                   	---          	---         	---
13:11.3     	11:26:52.3         	3965.8   	2.6                 	11.9                  	7.25992      	61.6868     	2639.6
13:12.4     	11:26:53.4         	3979.7   	2.6                 	11.9                  	7.26015      	61.6868     	2645.9
13:13.3     	11:26:54.3         	---      	---                 	---                   	---          	---         	---
13:15.4     	11:26:56.4         	---      	---                 	---                   	---          	---         	---
13:16.5     	11:26:57.5         	4035.0   	2.3                 	12.3                  	7.26111      	61.6869     	2668.2
13:18.5     	11:26:59.5         	4063.0   	2.2                 	12.4                  	7.26159      	61.6870     	2679.3
13:19.4     	11:27:00.4         	3417.1   	2.1                 	12.1                  	7.26182      	61.6870     	0.0
13:20.3     	11:27:01.3         	4090.5   	2.2                 	11.8                  	7.26205      	61.6870     	2690.4
13:22.3     	11:27:03.3         	4117.3   	2.2                 	11.4                  	7.26250      	61.6871     	2701.4
13:23.5     	11:27:04.5         	4130.5   	2.0                 	11.8                  	7.26273      	61.6871     	2706.6
13:24.3     	11:27:05.3         	4144.1   	2.1                 	12.3                  	7.26296      	61.6872     	2712.1
13:25.5     	11:27:06.5         	4158.0   	2.1                 	12.6                  	7.26320      	61.6872     	2717.5
13:26.3     	11:27:07.3         	---      	---                 	---                   	---          	---         	---
13:27.5     	11:27:08.5         	4186.2   	2.1                 	12.6                  	7.26369      	61.6873     	2728.2
13:28.3     	11:27:09.3         	4200.2   	2.1                 	12.6                  	7.26393      	61.6873     	2733.5
13:29.5     	11:27:10.5         	4214.0   	2.0                 	12.4                  	7.26417      	61.6873     	2738.5
13:30.3     	11:27:11.3         	4227.4   	1.9                 	12.2                  	7.26440      	61.6874     	2743.2
13:31.5     	11:27:12.5         	4240.9   	1.9                 	12.2                  	7.26463      	61.6874     	2748.2
13:32.4     	11:27:13.4         	4254.2   	1.8                 	11.9                  	7.26487      	61.6874     	2753.0
13:33.6     	11:27:14.6         	---      	---                 	---                   	---          	---         	---
13:34.4     	11:27:15.4         	4280.7   	1.9                 	11.8                  	7.26532      	61.6875     	2763.0
13:35.3     	11:27:16.3         	---      	---                 	---                   	---          	---         	---
13:36.4     	11:27:17.4         	3632.9   	0.0                 	11.8                  	7.26577      	61.6876     	0.0
13:37.3     	11:27:18.3         	4319.8   	2.0                 	11.7                  	7.26600      	61.6876     	2777.6
13:38.4     	11:27:19.4         	4332.7   	1.9                 	12.0                  	7.26622      	61.6876     	2782.1
13:39.3     	11:27:20.3         	---      	---                 	---                   	---          	---         	---
13:40.4     	11:27:21.4         	4359.5   	1.8                 	12.9                  	7.26670      	61.6877     	2790.9
13:41.4     	11:27:22.4         	---      	---                 	---                   	---          	---         	---
13:42.5     	11:27:23.5         	4386.9   	1.8                 	12.7                  	7.26719      	61.6877     	2799.8
13:43.4     	11:27:24.4         	---      	---                 	---                   	---          	---         	---
13:44.5     	11:27:25.5         	3736.0   	1.9                 	11.9                  	7.26766      	61.6878     	0.0
13:45.4     	11:27:26.4         	4426.6   	1.8                 	11.7                  	7.26789      	61.6878     	2813.6
13:46.5     	11:27:27.5         	4439.4   	1.8                 	11.9                  	7.26812      	61.6879     	2817.9
13:47.4     	11:27:28.4         	---      	---                 	---                   	---          	---         	---
13:49.4     	11:27:30.4         	4479.4   	1.6                 	13.0                  	7.26884      	61.6879     	2830.6
13:51.5     	11:27:32.5         	4506.1   	1.5                 	12.2                  	7.26932      	61.6880     	2838.8
13:52.4     	11:27:33.4         	3838.4   	1.6                 	11.6                  	7.26954      	61.6881     	0.0
13:53.5     	11:27:34.5         	4531.3   	1.5                 	11.6                  	7.26976      	61.6881     	2847.1
13:56.4     	11:27:37.4         	4569.3   	1.5                 	12.1                  	7.27044      	61.6882     	2859.3
13:57.5     	11:27:38.5         	3900.1   	1.5                 	12.3                  	7.27067      	61.6882     	0.0
13:58.4     	11:27:39.4         	4595.6   	1.6                 	12.8                  	7.27091      	61.6882     	2867.7
13:59.6     	11:27:40.6         	4609.3   	1.5                 	13.1                  	7.27116      	61.6883     	2872.0
14:00.4     	11:27:41.4         	4623.4   	1.5                 	12.9                  	7.27140      	61.6883     	2877.1
14:01.5     	11:27:42.5         	---      	---                 	---                   	---          	---         	---
14:02.4     	11:27:43.4         	4651.0   	1.3                 	12.7                  	7.27188      	61.6884     	2886.8
14:03.3     	11:27:44.3         	4664.7   	1.4                 	12.8                  	7.27212      	61.6884     	2891.4
14:05.3     	11:27:46.3         	4691.5   	1.5                 	12.2                  	7.27260      	61.6885     	2900.3
14:06.4     	11:27:47.4         	4704.5   	1.4                 	12.1                  	7.27284      	61.6885     	2904.3
14:07.3     	11:27:48.3         	4717.5   	1.5                 	12.4                  	7.27307      	61.6885     	2908.5
14:08.4     	11:27:49.4         	4730.5   	1.3                 	12.5                  	7.27331      	61.6885     	2912.3
14:10.5     	11:27:51.5         	4756.3   	1.3                 	12.3                  	7.27378      	61.6886     	2919.5
14:11.4     	11:27:52.4         	---      	---                 	---                   	---          	---         	---
14:12.5     	11:27:53.5         	4781.9   	1.2                 	12.7                  	7.27425      	61.6887     	2926.6
14:13.4     	11:27:54.4         	4794.9   	1.1                 	13.1                  	7.27449      	61.6887     	2929.8
14:14.5     	11:27:55.5         	4808.3   	1.0                 	13.4                  	7.27473      	61.6887     	2933.0
14:15.4     	11:27:56.4         	4821.9   	1.0                 	13.2                  	7.27498      	61.6888     	2936.6
14:19.5     	11:28:00.5         	4861.0   	0.8                 	13.3                  	7.27572      	61.6889     	2945.5
14:20.4     	11:28:01.4         	4887.7   	0.8                 	13.2                  	7.27623      	61.6889     	2951.5
14:24.4     	11:28:05.4         	4931.9   	0.6                 	13.1                  	7.27696      	61.6890     	2970.1
14:25.4     	11:28:06.4         	4959.0   	0.6                 	13.4                  	7.27748      	61.6891     	2975.1
14:26.3     	11:28:07.3         	4973.0   	0.6                 	13.0                  	7.27775      	61.6891     	2978.7
14:27.4     	11:28:08.4         	4986.2   	0.5                 	12.7                  	7.27800      	61.6891     	2981.8
14:28.3     	11:28:09.3         	4999.5   	0.5                 	12.8                  	7.27824      	61.6892     	2985.5
14:30.4     	11:28:11.4         	5026.2   	0.5                 	13.4                  	7.27874      	61.6892     	2991.9
14:31.3     	11:28:12.3         	5039.7   	0.5                 	13.2                  	7.27899      	61.6892     	2995.1
14:32.4     	11:28:13.4         	5053.3   	0.4                 	12.9                  	7.27924      	61.6893     	2998.6
14:33.3     	11:28:14.3         	---      	---                 	---                   	---          	---         	---
14:34.4     	11:28:15.4         	5079.7   	0.4                 	12.8                  	7.27973      	61.6894     	3004.6
14:35.3     	11:28:16.3         	5092.6   	0.5                 	12.7                  	7.27998      	61.6894     	3007.3
14:36.4     	11:28:17.4         	5105.2   	0.4                 	12.6                  	7.28022      	61.6894     	3009.7
14:38.5     	11:28:19.5         	5131.1   	0.5                 	12.7                  	7.28070      	61.6895     	3015.9
14:40.1     	11:28:21.1         	---      	---                 	---                   	---          	---         	---
14:40.9     	11:28:21.9         	5163.7   	0.3                 	12.6                  	7.28129      	61.6896     	3024.6
14:42.1     	11:28:23.1         	5176.2   	0.2                 	12.4                  	7.28152      	61.6896     	3027.6
14:43.0     	11:28:24.0         	5189.1   	0.3                 	12.1                  	7.28176      	61.6896     	3031.1
14:44.1     	11:28:25.1         	5201.4   	0.3                 	12.1                  	7.28198      	61.6897     	3033.9
14:45.0     	11:28:26.0         	5213.9   	0.2                 	12.4                  	7.28221      	61.6897     	3036.6
14:46.1     	11:28:27.1         	5226.1   	0.2                 	12.8                  	7.28245      	61.6897     	3038.6
14:48.2     	11:28:29.2         	5250.7   	0.0                 	13.4                  	7.28294      	61.6898     	3040.9
14:49.1     	11:28:30.1         	5262.7   	0.0                 	13.1                  	7.28319      	61.6898     	3041.4
14:51.1     	11:28:32.1         	5285.0   	-0.2                	12.2                  	7.28366      	61.6899     	3042.2
14:51.9     	11:28:32.9         	5295.7   	-0.1                	12.1                  	7.28388      	61.6899     	3042.4
14:53.1     	11:28:34.1         	5306.6   	0.0                 	12.5                  	7.28411      	61.6899     	3042.7
14:53.9     	11:28:34.9         	5317.8   	-0.2                	13.1                  	7.28435      	61.6899     	3042.7
14:55.1     	11:28:36.1         	5329.4   	-0.2                	13.6                  	7.28460      	61.6900     	3042.7
14:55.9     	11:28:36.9         	5341.3   	-0.2                	13.8                  	7.28485      	61.6900     	3042.7
14:58.0     	11:28:39.0         	5364.7   	-0.2                	13.0                  	7.28534      	61.6901     	3042.3
14:59.1     	11:28:40.1         	---      	---                 	---                   	---          	---         	---
15:00.0     	11:28:41.0         	5386.5   	-0.2                	12.4                  	7.28581      	61.6901     	3041.9
15:01.1     	11:28:42.1         	4737.0   	-0.1                	12.7                  	7.28604      	61.6901     	0.0
15:02.0     	11:28:43.0         	5408.5   	0.0                 	12.5                  	7.28628      	61.6901     	3041.9
15:03.1     	11:28:44.1         	---      	---                 	---                   	---          	---         	---
15:04.0     	11:28:45.0         	5430.1   	0.0                 	12.3                  	7.28674      	61.6902     	3042.1
15:05.0     	11:28:46.0         	5441.1   	-0.1                	12.8                  	7.28697      	61.6902     	3042.1
15:06.1     	11:28:47.1         	5452.6   	0.2                 	13.5                  	7.28721      	61.6902     	3042.2
15:08.1     	11:28:49.1         	---      	---                 	---                   	---          	---         	---
15:09.0     	11:28:50.0         	5488.6   	0.0                 	13.3                  	7.28798      	61.6903     	3042.0
15:10.1     	11:28:51.1         	5499.9   	-0.2                	12.7                  	7.28822      	61.6903     	3041.7
15:11.0     	11:28:52.0         	4866.0   	0.1                 	12.5                  	7.28846      	61.6903     	0.0
15:12.1     	11:28:53.1         	5522.0   	-0.1                	12.7                  	7.28869      	61.6904     	3041.7
15:17.0     	11:28:58.0         	5581.4   	0.1                 	13.8                  	7.28992      	61.6905     	3041.7
15:19.0     	11:29:00.0         	5605.7   	-0.5                	14.3                  	7.29045      	61.6905     	3040.8
15:19.9     	11:29:00.9         	5619.1   	-0.4                	14.6                  	7.29072      	61.6906     	3040.4
15:21.9     	11:29:02.9         	---      	---                 	---                   	---          	---         	---
15:25.1     	11:29:06.1         	5680.0   	-0.7                	13.8                  	7.29203      	61.6907     	3036.5
15:27.1     	11:29:08.1         	5086.4   	0.0                 	13.5                  	7.29253      	61.6908     	0.0
15:28.0     	11:29:09.0         	5714.7   	-1.0                	13.6                  	7.29279      	61.6908     	3033.3
15:29.1     	11:29:10.1         	5726.6   	-0.8                	14.0                  	7.29304      	61.6908     	3032.4
15:32.0     	11:29:13.0         	5762.4   	-0.7                	13.6                  	7.29383      	61.6908     	3029.7
15:32.9     	11:29:13.9         	5774.0   	-0.6                	13.3                  	7.29408      	61.6909     	3029.1
15:34.0     	11:29:15.0         	5785.4   	-0.7                	13.3                  	7.29433      	61.6909     	3028.3
15:37.0     	11:29:18.0         	5819.7   	-1.0                	13.4                  	7.29507      	61.6909     	3025.4
15:38.1     	11:29:19.1         	5831.1   	-1.1                	13.7                  	7.29533      	61.6909     	3024.1
15:39.0     	11:29:20.0         	5843.0   	-1.0                	14.1                  	7.29559      	61.6910     	3023.1
15:40.1     	11:29:21.1         	5262.3   	-1.1                	14.4                  	7.29585      	61.6910     	0.0
15:41.0     	11:29:22.0         	5867.2   	-1.2                	14.1                  	7.29612      	61.6910     	3020.5
15:42.1     	11:29:23.1         	---      	---                 	---                   	---          	---         	---
15:42.9     	11:29:23.9         	5890.3   	-0.7                	12.9                  	7.29662      	61.6910     	3018.5
15:44.9     	11:29:25.9         	5911.7   	-0.7                	12.3                  	7.29709      	61.6910     	3016.9
15:49.0     	11:29:30.0         	5956.7   	-0.6                	13.5                  	7.29808      	61.6910     	3014.4
15:51.0     	11:29:32.0         	5403.5   	0.0                 	11.9                  	7.29855      	61.6911     	0.0
15:53.0     	11:29:34.0         	---      	---                 	---                   	---          	---         	---
15:55.0     	11:29:36.0         	5438.4   	0.0                 	12.2                  	7.29922      	61.6911     	0.0
15:59.1     	11:29:40.1         	---      	---                 	---                   	---          	---         	---
16:02.0     	11:29:43.0         	6095.9   	-0.5                	11.6                  	7.30108      	61.6911     	3008.0
16:02.9     	11:29:43.9         	6106.1   	-0.4                	11.7                  	7.30130      	61.6911     	3007.5
16:04.0     	11:29:45.0         	6116.4   	-0.5                	12.1                  	7.30153      	61.6911     	3007.0
16:05.0     	11:29:46.0         	6127.2   	-0.3                	12.4                  	7.30176      	61.6911     	3006.7
16:08.1     	11:29:49.1         	6159.8   	-0.1                	11.6                  	7.30244      	61.6912     	3005.9
16:09.0     	11:29:50.0         	5617.7   	0.0                 	11.3                  	7.30266      	61.6912     	0.0
16:10.1     	11:29:51.1         	6179.9   	-0.2                	11.3                  	7.30287      	61.6912     	3005.4
16:11.0     	11:29:52.0         	---      	---                 	---                   	---          	---         	---
16:12.1     	11:29:53.1         	---      	---                 	---                   	---          	---         	---
16:13.0     	11:29:54.0         	---      	---                 	---                   	---          	---         	---
16:14.1     	11:29:55.1         	6220.9   	-0.1                	12.0                  	7.30375      	61.6912     	3004.6
16:15.9     	11:29:56.9         	---      	---                 	---                   	---          	---         	---
16:17.9     	11:29:58.9         	6262.3   	0.0                 	11.1                  	7.30463      	61.6912     	3003.8
16:19.1     	11:30:00.1         	---      	---                 	---                   	---          	---         	---
16:19.9     	11:30:00.9         	---      	---                 	---                   	---          	---         	---
16:21.1     	11:30:02.1         	5752.9   	-0.1                	11.4                  	7.30526      	61.6912     	0.0
16:21.9     	11:30:02.9         	6302.5   	-0.2                	11.5                  	7.30547      	61.6912     	3003.3
16:23.1     	11:30:04.1         	---      	---                 	---                   	---          	---         	---
16:24.0     	11:30:05.0         	---      	---                 	---                   	---          	---         	---
16:27.1     	11:30:08.1         	6352.0   	-0.4                	11.0                  	7.30653      	61.6912     	3001.3
16:28.0     	11:30:09.0         	---      	---                 	---                   	---          	---         	---
16:30.0     	11:30:11.0         	---      	---                 	---                   	---          	---         	---
16:30.9     	11:30:11.9         	6390.6   	-0.4                	11.2                  	7.30735      	61.6913     	2999.5
16:32.0     	11:30:13.0         	6400.4   	-0.4                	11.1                  	7.30756      	61.6913     	2999.0
16:34.1     	11:30:15.1         	5894.3   	0.0                 	10.9                  	7.30797      	61.6913     	0.0
16:37.0     	11:30:18.0         	---      	---                 	---                   	---          	---         	---
16:38.1     	11:30:19.1         	5937.1   	-0.3                	10.8                  	7.30879      	61.6913     	0.0
16:39.0     	11:30:20.0         	---      	---                 	---                   	---          	---         	---
16:41.0     	11:30:22.0         	---      	---                 	---                   	---          	---         	---
16:43.1     	11:30:24.1         	---      	---                 	---                   	---          	---         	---
16:47.0     	11:30:28.0         	---      	---                 	---                   	---          	---         	---
16:47.9     	11:30:28.9         	6553.7   	-0.2                	10.6                  	7.31081      	61.6913     	2993.2
16:52.0     	11:30:33.0         	---      	---                 	---                   	---          	---         	---
16:53.1     	11:30:34.1         	6599.4   	-0.2                	10.5                  	7.31177      	61.6913     	2991.7
16:56.0     	11:30:37.0         	---      	---                 	---                   	---          	---         	---
16:56.9     	11:30:37.9         	6637.4   	-0.1                	10.6                  	7.31256      	61.6913     	2991.1
16:58.0     	11:30:39.0         	6646.8   	0.0                 	10.3                  	7.31276      	61.6913     	2991.1
17:00.9     	11:30:41.9         	6172.9   	0.0                 	10.0                  	7.31332      	61.6913     	0.0
17:02.1     	11:30:43.1         	6683.0   	0.2                 	10.1                  	7.31351      	61.6914     	2991.1
17:02.9     	11:30:43.9         	6692.2   	0.1                 	10.1                  	7.31370      	61.6914     	2991.1
17:04.1     	11:30:45.1         	6701.6   	-0.1                	10.5                  	7.31389      	61.6914     	2990.9
17:04.9     	11:30:45.9         	6711.4   	-0.2                	11.1                  	7.31410      	61.6914     	2990.7
17:06.1     	11:30:47.1         	6721.6   	-0.2                	11.3                  	7.31431      	61.6914     	2990.3
17:11.0     	11:30:52.0         	6769.0   	-0.1                	9.5                   	7.31530      	61.6914     	2989.3
17:11.9     	11:30:52.9         	6777.8   	0.1                 	9.6                   	7.31548      	61.6914     	2989.4
17:13.0     	11:30:54.0         	---      	---                 	---                   	---          	---         	---
17:13.9     	11:30:54.9         	---      	---                 	---                   	---          	---         	---
17:15.0     	11:30:56.0         	6805.1   	0.0                 	10.3                  	7.31604      	61.6914     	2989.2
17:15.9     	11:30:56.9         	6325.5   	0.0                 	10.5                  	7.31623      	61.6914     	0.0
17:18.0     	11:30:59.0         	---      	---                 	---                   	---          	---         	---
17:20.0     	11:31:01.0         	---      	---                 	---                   	---          	---         	---
17:21.1     	11:31:02.1         	6376.9   	0.1                 	10.1                  	7.31721      	61.6915     	0.0
17:22.0     	11:31:03.0         	---      	---                 	---                   	---          	---         	---
17:24.0     	11:31:05.0         	6890.5   	0.1                 	10.1                  	7.31779      	61.6915     	2989.5
17:26.0     	11:31:07.0         	6426.7   	0.0                 	10.0                  	7.31816      	61.6915     	0.0
17:31.0     	11:31:12.0         	---      	---                 	---                   	---          	---         	---
17:32.1     	11:31:13.1         	6485.7   	0.4                 	9.8                   	7.31929      	61.6915     	0.0
17:35.0     	11:31:16.0         	6993.1   	0.3                 	10.6                  	7.31987      	61.6915     	2992.7
17:37.1     	11:31:18.1         	7012.9   	0.4                 	10.6                  	7.32027      	61.6915     	2993.5
17:38.2     	11:31:19.2         	7022.9   	0.4                 	10.5                  	7.32047      	61.6915     	2993.9
17:39.0     	11:31:20.0         	6557.7   	0.5                 	10.4                  	7.32067      	61.6915     	0.0
17:41.9     	11:31:22.9         	7061.3   	0.5                 	10.2                  	7.32124      	61.6916     	2996.0
17:43.0     	11:31:24.0         	7071.2   	0.7                 	10.4                  	7.32143      	61.6916     	2996.8
17:43.9     	11:31:24.9         	6608.1   	0.7                 	10.1                  	7.32162      	61.6916     	0.0
17:45.1     	11:31:26.1         	7090.4   	0.6                 	9.8                   	7.32181      	61.6916     	2998.4
17:46.0     	11:31:27.0         	7099.7   	0.8                 	9.7                   	7.32199      	61.6916     	2999.2
17:49.1     	11:31:30.1         	7129.3   	1.4                 	10.6                  	7.32258      	61.6916     	3003.3
17:50.0     	11:31:31.0         	7139.6   	1.2                 	10.5                  	7.32278      	61.6916     	3004.7
17:52.0     	11:31:33.0         	7159.8   	1.2                 	10.4                  	7.32317      	61.6916     	3007.1
17:52.9     	11:31:33.9         	7170.0   	1.1                 	10.4                  	7.32336      	61.6916     	3008.3
17:54.1     	11:31:35.1         	7180.1   	0.9                 	10.6                  	7.32356      	61.6916     	3009.3
17:55.0     	11:31:36.0         	7190.4   	1.0                 	10.7                  	7.32376      	61.6916     	3010.2
17:56.9     	11:31:37.9         	7210.8   	1.1                 	10.5                  	7.32416      	61.6917     	3012.3
17:58.9     	11:31:39.9         	7230.6   	1.1                 	10.2                  	7.32454      	61.6917     	3014.6
18:00.0     	11:31:41.0         	---      	---                 	---                   	---          	---         	---
18:00.9     	11:31:41.9         	6781.9   	0.0                 	10.3                  	7.32493      	61.6917     	0.0
18:02.0     	11:31:43.0         	7260.3   	1.0                 	10.4                  	7.32512      	61.6917     	3017.9
18:03.0     	11:31:44.0         	7270.4   	1.2                 	10.3                  	7.32532      	61.6917     	3019.2
18:04.1     	11:31:45.1         	7280.5   	1.2                 	10.5                  	7.32551      	61.6917     	3020.4
18:05.0     	11:31:46.0         	---      	---                 	---                   	---          	---         	---
18:05.9     	11:31:46.9         	---      	---                 	---                   	---          	---         	---
18:07.0     	11:31:48.0         	7311.5   	1.3                 	10.3                  	7.32610      	61.6917     	3024.5
18:07.9     	11:31:48.9         	7321.4   	1.3                 	10.0                  	7.32629      	61.6918     	3025.9
18:09.0     	11:31:50.0         	6864.2   	1.2                 	9.9                   	7.32648      	61.6918     	0.0
18:11.9     	11:31:52.9         	7360.7   	1.5                 	10.4                  	7.32705      	61.6918     	3031.4
18:13.1     	11:31:54.1         	---      	---                 	---                   	---          	---         	---
18:15.1     	11:31:56.1         	7391.5   	1.5                 	10.6                  	7.32764      	61.6918     	3035.8
18:16.0     	11:31:57.0         	7402.0   	1.6                 	10.8                  	7.32784      	61.6918     	3037.4
18:17.1     	11:31:58.1         	7412.6   	1.5                 	10.9                  	7.32804      	61.6918     	3038.8
18:20.0     	11:32:01.0         	7444.1   	1.7                 	10.4                  	7.32864      	61.6919     	3043.6
18:24.1     	11:32:05.1         	7474.9   	1.7                 	10.6                  	7.32924      	61.6919     	3048.3
18:28.1     	11:32:09.1         	7063.6   	1.6                 	11.0                  	7.33026      	61.6919     	0.0
18:28.9     	11:32:09.9         	7539.1   	1.5                 	10.9                  	7.33046      	61.6919     	3057.9
