Meﬂstellenbeschreibung:
Logger Seriennummer   :080022022176
Logging Methode: Augenblickswerte
Messintervall: 05 min Speicherintervall: 00:05:00 Messungen: 1
Datum	Zeit	  1.Temperatur    [∞C]	  2.rel.Feuchte    [%]	
12.09.23	12:35:00	   9,12821	   54,5589	
12.09.23	12:40:00	   9,68987	   50,6593	
12.09.23	12:45:00	   10,0293	   49,7787	
12.09.23	12:50:00	    11,138	   47,3993	
12.09.23	12:55:00	    12,188	   44,5085	
12.09.23	13:00:00	   13,3993	   41,8193	
12.09.23	13:05:00	   14,5495	   39,4093	
12.09.23	13:10:00	   15,3797	   36,4896	
12.09.23	13:15:00	   15,3284	   36,1096	
12.09.23	13:20:00	   15,2991	   37,7396	
12.09.23	13:25:00	   12,2686	   43,5897	
12.09.23	13:30:00	   11,8999	   43,9499	
12.09.23	13:35:00	   10,4176	   47,9594	
12.09.23	13:40:00	   9,67766	   49,8092	
12.09.23	13:45:00	   9,08913	   52,0589	
12.09.23	13:50:00	   8,57875	   53,8492	
12.09.23	13:55:00	   8,18803	    55,899	
12.09.23	14:00:00	   10,3199	   52,0299	
12.09.23	14:05:00	   9,34799	   52,5885	
12.09.23	14:10:00	     6,779	   62,2299	
12.09.23	14:15:00	   5,44811	   66,7796	
12.09.23	14:20:00	   4,99878	   70,5296	
12.09.23	14:25:00	   5,44811	   71,2698	
12.09.23	14:30:00	   4,71795	    71,369	
12.09.23	14:35:00	     4,779	   73,2494	
12.09.23	14:40:00	   5,15995	    72,909	
12.09.23	14:45:00	   5,58974	   70,4792	
12.09.23	14:50:00	   5,95849	   70,0198	
12.09.23	14:55:00	   5,47985	   71,9093	
12.09.23	15:00:00	   5,75824	   72,2497	
12.09.23	15:05:00	   6,30769	   69,7589	
12.09.23	15:10:00	   4,70818	   73,4295	
12.09.23	15:15:00	   3,77778	   77,5198	
12.09.23	15:20:00	   3,68987	   78,2097	
12.09.23	15:25:00	   3,32845	   79,0186	
12.09.23	15:30:00	   3,63858	    79,159	
12.09.23	15:35:00	    3,8486	   77,2299	
12.09.23	15:40:00	    5,0696	   75,8089	
12.09.23	15:45:00	   4,60806	   71,7598	
12.09.23	15:50:00	   3,66789	    76,859	
12.09.23	15:55:00	   3,66789	   77,1886	
12.09.23	16:00:00	   3,96825	   79,1285	
12.09.23	16:05:00	   3,53846	   77,7595	
12.09.23	16:10:00	    3,0696	   80,2396	
12.09.23	16:15:00	   3,42857	   78,6096	
12.09.23	16:20:00	   3,33822	   80,6197	
12.09.23	16:25:00	   3,36996	   80,4792	
12.09.23	16:30:00	    3,2381	   81,5888	
12.09.23	16:35:00	   3,43834	   80,0397	
12.09.23	16:40:00	   3,92918	     79,33	
12.09.23	16:45:00	   3,63858	   79,4795	
12.09.23	16:50:00	   3,57998	   81,0394	
12.09.23	16:55:00	   3,91941	     79,33	
12.09.23	17:00:00	   4,38828	   77,4786	
12.09.23	17:05:00	   4,81807	   74,9695	
12.09.23	17:10:00	   4,71795	   73,2891	
12.09.23	17:15:00	    5,8779	   70,6487	
12.09.23	17:20:00	   7,72894	   61,7796	
12.09.23	17:25:00	    9,0989	   60,3388	
12.09.23	17:30:00	   9,26984	   60,0794	
12.09.23	17:35:00	   9,78999	   59,0491	
12.09.23	17:40:00	   9,43834	   56,9399	
12.09.23	17:45:00	   10,4689	   52,2192	
12.09.23	17:50:00	   9,62882	    54,739	
12.09.23	17:55:00	   9,81929	   53,0296	
12.09.23	18:00:00	   9,78999	   53,9286	
12.09.23	18:05:00	   10,0391	   52,1795	
12.09.23	18:10:00	   10,0098	     53,66	
12.09.23	18:15:00	   9,88767	   54,7787	
12.09.23	18:20:00	   9,60928	   55,8196	
12.09.23	18:25:00	   8,79853	   59,8291	
12.09.23	18:30:00	    8,5177	   61,0485	
12.09.23	18:35:00	   9,08913	   61,0699	
12.09.23	18:40:00	   8,89866	   60,8089	
12.09.23	18:45:00	   9,13797	   58,3196	
12.09.23	18:50:00	   9,45788	   58,5989	
12.09.23	18:55:00	    10,149	   56,6285	
12.09.23	19:00:00	   8,68864	   59,3391	
12.09.23	19:05:00	    9,0989	    61,279	
12.09.23	19:10:00	   9,68987	   59,9588	
12.09.23	19:15:00	   9,27961	   62,0085	
12.09.23	19:20:00	   7,53846	   65,1297	
12.09.23	19:25:00	   9,30891	   58,0495	
12.09.23	19:30:00	   9,36996	   60,1496	
12.09.23	19:35:00	   9,71917	   58,4799	
12.09.23	19:40:00	   9,96825	   55,7494	
12.09.23	19:45:00	   9,29915	   56,5995	
12.09.23	19:50:00	   9,98779	     55,58	
12.09.23	19:55:00	   9,30891	   56,6789	
12.09.23	20:00:00	   9,13797	   59,5589	
12.09.23	20:05:00	   9,22833	   60,4899	
12.09.23	20:10:00	   8,98901	   61,4194	
12.09.23	20:15:00	    9,0989	   59,3788	
12.09.23	20:20:00	   9,03785	        60	
12.09.23	20:25:00	   9,22833	   59,5192	
12.09.23	20:30:00	   8,69841	   60,4289	
12.09.23	20:35:00	   8,88889	   60,3587	
12.09.23	20:40:00	    9,0696	   59,2399	
12.09.23	20:45:00	   9,30891	   59,4597	
12.09.23	20:50:00	    9,0989	    57,619	
12.09.23	20:55:00	   8,89866	   57,9991	
12.09.23	21:00:00	   9,26984	   57,6496	
12.09.23	21:05:00	   8,86935	   59,6291	
12.09.23	21:10:00	   9,32845	   56,9887	
12.09.23	21:15:00	   9,43834	   56,0195	
12.09.23	21:20:00	   9,08913	   56,4393	
12.09.23	21:25:00	   9,27961	   54,4597	
12.09.23	21:30:00	   9,44811	   53,7195	
12.09.23	21:35:00	   9,03785	   56,3797	
12.09.23	21:40:00	   9,03785	   55,8089	
12.09.23	21:45:00	   9,01832	    56,859	
12.09.23	21:50:00	   8,33944	   61,5598	
12.09.23	21:55:00	   7,86813	   62,2085	
12.09.23	22:00:00	   8,30769	   62,5794	
12.09.23	22:05:00	   7,91941	   66,7094	
12.09.23	22:10:00	   7,68987	   66,0287	
12.09.23	22:15:00	   7,85836	   64,2094	
12.09.23	22:20:00	   7,68987	    64,739	
12.09.23	22:25:00	   7,74847	   62,0192	
12.09.23	22:30:00	   7,71917	   62,6297	
12.09.23	22:35:00	   8,44933	     59,91	
12.09.23	22:40:00	   8,46886	   60,7494	
12.09.23	22:45:00	   8,44933	   60,6197	
12.09.23	22:50:00	   8,61783	   60,3098	
12.09.23	22:55:00	   8,55922	   60,7692	
12.09.23	23:00:00	   8,29792	   62,3596	
12.09.23	23:05:00	   7,91941	   62,3397	
12.09.23	23:10:00	   8,03907	    63,399	
12.09.23	23:15:00	   7,81929	   62,8587	
12.09.23	23:20:00	   8,03907	   61,7292	
12.09.23	23:25:00	   8,22955	   61,5598	
12.09.23	23:30:00	    8,0293	   61,8498	
12.09.23	23:35:00	   8,23932	   61,0897	
12.09.23	23:40:00	   7,47985	   65,2991	
12.09.23	23:45:00	   7,79976	    62,909	
12.09.23	23:50:00	   7,79976	   61,1294	
12.09.23	23:55:00	   8,29792	   61,2393	
13.09.23	00:00:00	   8,26862	   59,4399	
13.09.23	00:05:00	   7,95849	   59,2292	
13.09.23	00:10:00	         8	   59,0888	
13.09.23	00:15:00	   7,51893	   60,7295	
13.09.23	00:20:00	   7,58974	   62,0391	
13.09.23	00:25:00	   7,81929	   61,1187	
13.09.23	00:30:00	   8,81807	   57,0498	
13.09.23	00:35:00	   7,92918	   60,1389	
13.09.23	00:40:00	   7,44811	   62,9594	
13.09.23	00:45:00	   6,88889	   71,0485	
13.09.23	00:50:00	   6,98901	   73,7195	
13.09.23	00:55:00	   7,27961	   69,5589	
13.09.23	01:00:00	    7,2381	   70,1389	
13.09.23	01:05:00	   7,40904	   67,1596	
13.09.23	01:10:00	   7,10867	     69,04	
13.09.23	01:15:00	     6,779	   70,8593	
13.09.23	01:20:00	    7,0989	   72,8297	
13.09.23	01:25:00	   7,60928	   69,7894	
13.09.23	01:30:00	   6,70818	   71,2393	
13.09.23	01:35:00	   6,64957	   70,1893	
13.09.23	01:40:00	   7,32845	   66,4896	
13.09.23	01:45:00	   7,46764	   67,1795	
13.09.23	01:50:00	   6,40781	     69,33	
13.09.23	01:55:00	    6,5177	    67,909	
13.09.23	02:00:00	   6,64957	    66,369	
13.09.23	02:05:00	   7,27961	    64,449	
13.09.23	02:10:00	   6,94994	   64,2292	
13.09.23	02:15:00	    7,0696	   62,9594	
13.09.23	02:20:00	   7,82906	   60,4289	
13.09.23	02:25:00	   7,63858	    60,989	
13.09.23	02:30:00	   7,98779	   59,8092	
13.09.23	02:35:00	   7,75824	   59,9298	
13.09.23	02:40:00	   8,18803	   57,8999	
13.09.23	02:45:00	    7,8486	   59,1789	
13.09.23	02:50:00	   7,02808	   61,6285	
13.09.23	02:55:00	   6,29792	   70,1099	
13.09.23	03:00:00	     6,779	   62,9197	
13.09.23	03:05:00	   6,84982	   64,0995	
13.09.23	03:10:00	   6,55922	   63,0693	
13.09.23	03:15:00	   6,04884	   66,7399	
13.09.23	03:20:00	   6,18803	   76,0195	
13.09.23	03:25:00	   6,18803	   76,0089	
13.09.23	03:30:00	   6,32967	   73,4188	
13.09.23	03:35:00	   6,32967	    76,659	
13.09.23	03:40:00	    6,4884	   76,2698	
13.09.23	03:45:00	    6,6398	   68,3196	
13.09.23	03:50:00	   6,84982	   64,5391	
13.09.23	03:55:00	   6,82784	   64,1194	
13.09.23	04:00:00	   6,88889	   68,0891	
13.09.23	04:05:00	   6,40781	   74,6688	
13.09.23	04:10:00	   6,22955	   78,9194	
13.09.23	04:15:00	   6,01954	   77,7595	
13.09.23	04:20:00	   5,85836	   71,0897	
13.09.23	04:25:00	   6,30769	      72,5	
13.09.23	04:30:00	   6,06838	   69,4399	
13.09.23	04:35:00	   5,58974	   71,3797	
13.09.23	04:40:00	   5,18926	   79,2399	
13.09.23	04:45:00	   5,29915	   76,9185	
13.09.23	04:50:00	   5,83883	   78,8187	
13.09.23	04:55:00	   6,04884	   78,2585	
13.09.23	05:00:00	   6,05861	   79,2491	
13.09.23	05:05:00	   5,58974	   85,5098	
13.09.23	05:10:00	   5,04762	   84,4887	
13.09.23	05:15:00	   5,39927	   86,7292	
13.09.23	05:20:00	   5,21856	   88,5287	
13.09.23	05:25:00	   5,13797	   86,9292	
13.09.23	05:30:00	   5,46764	   87,3291	
13.09.23	05:35:00	   5,88767	   84,5299	
13.09.23	05:40:00	   5,85836	   83,5394	
13.09.23	05:45:00	   5,95849	   81,7888	
13.09.23	05:50:00	   5,60928	   79,6886	
13.09.23	05:55:00	    5,8486	   79,9298	
13.09.23	06:00:00	   5,77778	   80,7692	
13.09.23	06:05:00	   5,67766	   80,7891	
13.09.23	06:10:00	   5,95849	   81,1996	
13.09.23	06:15:00	    5,8779	   79,7497	
13.09.23	06:20:00	   6,05861	   79,7589	
13.09.23	06:25:00	   5,63858	   81,1386	
13.09.23	06:30:00	   5,56777	   83,2799	
13.09.23	06:35:00	   5,65812	   82,1291	
13.09.23	06:40:00	   5,64835	   78,3089	
13.09.23	06:45:00	   4,74969	   85,7097	
13.09.23	06:50:00	   4,50794	   90,5098	
13.09.23	06:55:00	   5,05983	   89,1285	
13.09.23	07:00:00	   5,13797	   86,1493	
13.09.23	07:05:00	   4,49817	   86,4698	
13.09.23	07:10:00	   4,49817	   92,0589	
13.09.23	07:15:00	   4,59829	   89,2186	
13.09.23	07:20:00	   4,94994	   87,7289	
13.09.23	07:25:00	   5,34799	   84,0797	
13.09.23	07:30:00	   5,19902	   85,5388	
13.09.23	07:35:00	   5,21856	   81,8987	
13.09.23	07:40:00	   5,68987	   83,4188	
13.09.23	07:45:00	   5,77778	   81,5797	
13.09.23	07:50:00	   5,74847	   81,7186	
13.09.23	07:55:00	   5,65812	   81,3187	
13.09.23	08:00:00	   5,22833	   82,5992	
13.09.23	08:05:00	   5,37973	   83,6691	
13.09.23	08:10:00	   5,58974	   82,6099	
13.09.23	08:15:00	   5,77778	   81,4591	
13.09.23	08:20:00	   5,39927	   83,2295	
13.09.23	08:25:00	   5,71917	   82,9792	
13.09.23	08:30:00	   5,50916	   82,6389	
13.09.23	08:35:00	   4,78877	   87,9487	
13.09.23	08:40:00	   4,66911	   88,7988	
13.09.23	08:45:00	   4,95971	      87,5	
13.09.23	08:50:00	   5,25763	   84,1987	
13.09.23	08:55:00	   6,60806	   82,3886	
13.09.23	09:00:00	   6,54945	   78,3593	
13.09.23	09:05:00	   6,24908	   81,7399	
13.09.23	09:10:00	   6,57875	   79,6886	
13.09.23	09:15:00	   7,27961	   75,8394	
13.09.23	09:20:00	   6,98901	   77,0192	
13.09.23	09:25:00	   7,04762	   75,2396	
13.09.23	09:30:00	   6,95971	   74,6886	
13.09.23	09:35:00	   6,78877	   73,9393	
13.09.23	09:40:00	   5,89988	    75,029	
13.09.23	09:45:00	   6,44933	   73,3593	
13.09.23	09:50:00	    7,2381	   70,4197	
13.09.23	09:55:00	   8,34921	   72,5794	
13.09.23	10:00:00	   7,88767	    68,689	
13.09.23	10:05:00	   8,20757	   66,5888	
13.09.23	10:10:00	   7,89988	   67,6587	
13.09.23	10:15:00	   7,71917	   67,8892	
13.09.23	10:20:00	   8,23932	   57,4786	
13.09.23	10:25:00	   9,71917	   58,8599	
13.09.23	10:30:00	   9,40904	   61,7399	
13.09.23	10:35:00	   8,86935	    64,159	
13.09.23	10:40:00	    9,0696	   57,9991	
13.09.23	10:45:00	   9,02808	   61,9994	
13.09.23	10:50:00	   9,16972	   56,8391	
13.09.23	10:55:00	   9,43834	   49,7299	
13.09.23	11:00:00	   8,78877	   50,1587	
13.09.23	11:05:00	   9,54823	    48,109	
13.09.23	11:10:00	   9,44811	   48,8095	
13.09.23	11:15:00	   9,82906	   47,2589	
13.09.23	11:20:00	    9,4188	    47,819	
13.09.23	11:25:00	   9,62882	   47,1093	
13.09.23	11:30:00	   10,0684	   45,5296	
13.09.23	11:35:00	   9,26984	    48,199	
13.09.23	11:40:00	   9,29915	   47,9991	
13.09.23	11:45:00	   8,99878	   49,7985	
13.09.23	11:50:00	    9,8486	   46,8498	
13.09.23	11:55:00	   10,5592	   44,9695	
13.09.23	12:00:00	   10,2076	   45,8288	
13.09.23	12:05:00	   10,1392	   44,8489	
13.09.23	12:10:00	   10,4176	   44,4994	
13.09.23	12:15:00	   10,2076	   45,0992	
13.09.23	12:20:00	   10,4689	   44,4292	
13.09.23	12:25:00	   10,5079	        45	
13.09.23	12:30:00	   10,6496	   44,6795	
13.09.23	12:35:00	   10,7497	     45,29	
13.09.23	12:40:00	   10,3687	   45,5189	
13.09.23	12:45:00	   10,4982	   44,4795	
13.09.23	12:50:00	   10,3785	   44,2796	
13.09.23	12:55:00	   10,7179	   44,5299	
13.09.23	13:00:00	   10,5079	   44,8199	
13.09.23	13:05:00	   10,5177	   45,9096	
13.09.23	13:10:00	   10,4176	   45,4487	
13.09.23	13:15:00	   10,3394	   45,3785	
13.09.23	13:20:00	   10,2393	   45,4899	
13.09.23	13:25:00	   10,1294	   46,3492	
13.09.23	13:30:00	   10,6276	   44,3895	
13.09.23	13:35:00	   10,2393	   45,3297	
13.09.23	13:40:00	   10,5079	   44,8291	
13.09.23	13:45:00	   10,4078	   44,9298	
13.09.23	13:50:00	   10,5397	   44,7192	
13.09.23	13:55:00	   10,6984	   44,6398	
13.09.23	14:00:00	   9,75824	     46,54	
13.09.23	14:05:00	   9,30891	   47,4588	
13.09.23	14:10:00	   9,58974	   46,9689	
13.09.23	14:15:00	   9,79976	   45,8593	
13.09.23	14:20:00	   9,29915	   47,7091	
13.09.23	14:25:00	   9,24786	    46,369	
13.09.23	14:30:00	   9,78999	   46,4393	
13.09.23	14:35:00	   9,60928	   45,9386	
13.09.23	14:40:00	   9,57998	   46,3294	
13.09.23	14:45:00	   10,2979	   44,1499	
13.09.23	14:50:00	   9,86813	   45,1389	
13.09.23	14:55:00	    9,3895	   46,9597	
13.09.23	15:00:00	   10,5788	   43,5592	
13.09.23	15:05:00	   9,61905	   46,0287	
13.09.23	15:10:00	   9,64835	   46,3996	
13.09.23	15:15:00	   9,26984	   47,6587	
13.09.23	15:20:00	   9,16972	   47,9289	
13.09.23	15:25:00	    9,4188	   47,4695	
13.09.23	15:30:00	    9,0989	   49,2689	
13.09.23	15:35:00	   9,51893	     48,08	
13.09.23	15:40:00	   9,54823	   47,6389	
13.09.23	15:45:00	   9,61905	   47,6496	
13.09.23	15:50:00	    9,0989	   49,2689	
13.09.23	15:55:00	   9,61905	   46,5797	
13.09.23	16:00:00	   9,60928	   46,4988	
13.09.23	16:05:00	   9,75824	    46,369	
13.09.23	16:10:00	   9,48962	    46,659	
13.09.23	16:15:00	   9,60928	    45,989	
13.09.23	16:20:00	   9,48962	   46,9093	
13.09.23	16:25:00	   9,54823	   45,9997	
13.09.23	16:30:00	   9,68987	    46,189	
13.09.23	16:35:00	   9,88767	   44,8291	
13.09.23	16:40:00	   9,78999	   45,7692	
13.09.23	16:45:00	   9,54823	   46,3385	
13.09.23	16:50:00	   9,82906	   45,2396	
13.09.23	16:55:00	   9,17949	   48,1487	
13.09.23	17:00:00	   9,13797	   48,9896	
13.09.23	17:05:00	   9,12821	   48,7897	
13.09.23	17:10:00	     8,779	   50,0992	
13.09.23	17:15:00	   8,57875	   50,9997	
13.09.23	17:20:00	   8,64957	   51,7598	
13.09.23	17:25:00	    8,5177	   51,7995	
13.09.23	17:30:00	   8,30769	     52,41	
13.09.23	17:35:00	   8,53968	   50,6487	
13.09.23	17:40:00	   8,34921	   52,1596	
13.09.23	17:45:00	   8,83761	   48,9896	
13.09.23	17:50:00	    9,0696	   48,3196	
13.09.23	17:55:00	   9,08913	   48,2891	
13.09.23	18:00:00	   8,98901	   49,7589	
13.09.23	18:05:00	   8,33944	   52,6389	
13.09.23	18:10:00	   8,18803	   53,0189	
13.09.23	18:15:00	   8,24908	   52,8098	
13.09.23	18:20:00	   8,60806	   50,1587	
13.09.23	18:25:00	   8,95971	   47,9899	
13.09.23	18:30:00	   8,72772	   49,4093	
13.09.23	18:35:00	   8,74969	   50,5495	
13.09.23	18:40:00	   8,71795	   49,1194	
13.09.23	18:45:00	   8,20757	   52,8587	
13.09.23	18:50:00	   8,15873	   52,5092	
13.09.23	18:55:00	   8,34921	   51,2393	
13.09.23	19:00:00	   8,79853	   48,3196	
13.09.23	19:05:00	   8,90842	   47,9396	
13.09.23	19:10:00	   8,64957	   49,1087	
13.09.23	19:15:00	   8,86935	   47,4786	
13.09.23	19:20:00	   8,55922	   49,2292	
13.09.23	19:25:00	   8,20757	   51,1294	
13.09.23	19:30:00	   8,26862	   51,0989	
13.09.23	19:35:00	   8,74969	   48,5592	
13.09.23	19:40:00	   8,26862	   50,2198	
13.09.23	19:45:00	   8,50794	   49,0491	
13.09.23	19:50:00	   8,40781	    50,029	
13.09.23	19:55:00	   8,46886	   49,2186	
13.09.23	20:00:00	   8,12943	   51,0699	
13.09.23	20:05:00	   7,86813	   52,2299	
13.09.23	20:10:00	   7,79976	   52,0498	
13.09.23	20:15:00	   7,82906	   52,0788	
13.09.23	20:20:00	   7,60928	   52,6893	
13.09.23	20:25:00	   7,74847	   52,2894	
13.09.23	20:30:00	   7,96825	   51,3385	
13.09.23	20:35:00	   7,85836	   51,7186	
13.09.23	20:40:00	   8,05861	   50,5388	
13.09.23	20:45:00	   8,03907	   50,8593	
13.09.23	20:50:00	   8,27839	    49,359	
13.09.23	20:55:00	   8,30769	   49,2995	
13.09.23	21:00:00	   7,96825	   50,1694	
13.09.23	21:05:00	   8,18803	   49,0293	
13.09.23	21:10:00	   7,58974	    54,739	
13.09.23	21:15:00	   7,01832	   61,6087	
13.09.23	21:20:00	   6,96947	   57,8297	
13.09.23	21:25:00	    7,0696	     57,41	
13.09.23	21:30:00	   7,20879	   57,8098	
13.09.23	21:35:00	   7,22833	   56,8086	
13.09.23	21:40:00	   7,15995	   57,7686	
13.09.23	21:45:00	   7,19902	   53,3898	
13.09.23	21:50:00	   7,02808	   55,2091	
13.09.23	21:55:00	   6,85958	   56,7689	
13.09.23	22:00:00	   7,15995	   56,0592	
13.09.23	22:05:00	   6,85958	   59,0598	
13.09.23	22:10:00	   7,02808	   57,2497	
13.09.23	22:15:00	   6,89866	     57,12	
13.09.23	22:20:00	   6,68864	     58,66	
13.09.23	22:25:00	   6,94994	   56,8391	
13.09.23	22:30:00	   6,55922	   57,9686	
13.09.23	22:35:00	   6,44933	     59,04	
13.09.23	22:40:00	   5,79976	   63,6996	
13.09.23	22:45:00	   5,75824	   64,6596	
13.09.23	22:50:00	   5,78999	   63,0189	
13.09.23	22:55:00	   6,05861	    60,899	
13.09.23	23:00:00	   6,15873	   61,2698	
13.09.23	23:05:00	   6,11966	   62,1398	
13.09.23	23:10:00	   5,92918	   62,4298	
13.09.23	23:15:00	   6,01954	   61,6194	
13.09.23	23:20:00	   6,40781	   60,2289	
13.09.23	23:25:00	    6,1685	   61,0394	
13.09.23	23:30:00	   6,24908	   60,1389	
13.09.23	23:35:00	   6,29792	   60,1389	
13.09.23	23:40:00	   5,94872	   63,0189	
13.09.23	23:45:00	   5,60928	    64,739	
13.09.23	23:50:00	   5,60928	   64,1697	
13.09.23	23:55:00	   5,94872	   62,7488	
14.09.23	00:00:00	   5,58974	    64,359	
14.09.23	00:05:00	   5,57998	   65,2289	
14.09.23	00:10:00	   5,08913	   66,3797	
14.09.23	00:15:00	   5,39927	   63,4295	
14.09.23	00:20:00	   5,85836	   62,7091	
14.09.23	00:25:00	   5,88767	   61,9887	
14.09.23	00:30:00	   5,98779	   61,4087	
14.09.23	00:35:00	   5,89988	   61,8193	
14.09.23	00:40:00	   5,83883	   62,6297	
14.09.23	00:45:00	   5,13797	   66,3187	
14.09.23	00:50:00	   4,75946	   73,3288	
14.09.23	00:55:00	   4,70818	   72,3687	
14.09.23	01:00:00	   4,87912	   69,2796	
14.09.23	01:05:00	   4,94994	   70,8196	
14.09.23	01:10:00	   5,25763	     67,12	
14.09.23	01:15:00	   5,30891	   66,6285	
14.09.23	01:20:00	   4,95971	   68,0388	
14.09.23	01:25:00	   4,73993	   69,4689	
14.09.23	01:30:00	   4,79853	   69,8993	
14.09.23	01:35:00	   4,87912	   68,7195	
14.09.23	01:40:00	   4,79853	        70	
14.09.23	01:45:00	   5,01831	   68,1593	
14.09.23	01:50:00	   5,47985	   66,9185	
14.09.23	01:55:00	   5,71917	   65,5495	
14.09.23	02:00:00	   5,65812	   64,7299	
14.09.23	02:05:00	    5,7094	   64,4185	
14.09.23	02:10:00	   6,29792	   61,0485	
14.09.23	02:15:00	   5,78999	   65,2595	
14.09.23	02:20:00	   5,65812	   64,3987	
14.09.23	02:25:00	   5,85836	   62,5885	
14.09.23	02:30:00	   5,96825	   62,3886	
14.09.23	02:35:00	   5,68987	   64,5788	
14.09.23	02:40:00	   4,87912	   71,6697	
14.09.23	02:45:00	   4,47863	   75,1389	
14.09.23	02:50:00	   4,28816	   74,6688	
14.09.23	02:55:00	   4,54945	   72,3291	
14.09.23	03:00:00	   4,04884	    80,409	
14.09.23	03:05:00	   3,71917	   83,8996	
14.09.23	03:10:00	   3,59951	   85,0794	
14.09.23	03:15:00	   3,61905	   83,9591	
14.09.23	03:20:00	   4,11966	   77,6999	
14.09.23	03:25:00	   4,39805	     74,62	
14.09.23	03:30:00	   5,22833	   69,0186	
14.09.23	03:35:00	    5,2381	   66,4087	
14.09.23	03:40:00	   4,88889	   71,5598	
14.09.23	03:45:00	   4,79853	   70,6899	
14.09.23	03:50:00	   4,61783	   73,1593	
14.09.23	03:55:00	   4,75946	   72,2497	
14.09.23	04:00:00	   4,74969	   72,1398	
14.09.23	04:05:00	   4,74969	   70,9493	
14.09.23	04:10:00	   4,74969	   70,1496	
14.09.23	04:15:00	   5,04762	   69,1499	
14.09.23	04:20:00	   5,44811	   66,2393	
14.09.23	04:25:00	   5,85836	    64,649	
14.09.23	04:30:00	   5,44811	   66,7598	
14.09.23	04:35:00	   5,29915	   68,3898	
14.09.23	04:40:00	   5,28938	   66,8193	
14.09.23	04:45:00	   5,32845	   67,7091	
14.09.23	04:50:00	    5,0989	   68,2692	
14.09.23	04:55:00	    5,0989	   68,3593	
14.09.23	05:00:00	     4,779	   72,8892	
14.09.23	05:05:00	    4,1685	    77,239	
14.09.23	05:10:00	    4,0293	   76,2698	
14.09.23	05:15:00	   4,26862	   74,7085	
14.09.23	05:20:00	         4	   79,0491	
14.09.23	05:25:00	   3,77778	   80,2991	
14.09.23	05:30:00	   3,88767	   77,2894	
14.09.23	05:35:00	   4,42979	   74,5299	
14.09.23	05:40:00	   4,43956	   73,8187	
14.09.23	05:45:00	   4,32967	   75,6593	
14.09.23	05:50:00	   4,33944	   73,2295	
14.09.23	05:55:00	   4,66911	   70,9799	
14.09.23	06:00:00	   4,12943	   75,5189	
